A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,Target
,0.0,50.0,,,,,,,,19.402985074626866,,,21.7,0.3,
,42.5,71.42857142857143,,,,,,,,28.35820895522388,,,29.15,0.22100000000000003,
,37.5,,,,,,,,,3.582089552238806,,,1.5,2.283,
,47.5,,,,,,,,,,,,12.0,0.1,
,57.49999999999999,,,,,,,,,,,,3.5000000000000004,0.015,
,12.5,,,,,,,,,,,,22.75,0.28400000000000003,
,75.0,,,,,,,,,,,,15.55,1.236,
,35.0,,,,,,,,,,,,10.8,5.800000000000001,
,15.0,,,,,,,,,,,,24.55,0.73,
,,,,,,,,,,,,,20.0,0.4,
,,,,,,,,,,,,,11.95,50.0,
,,,,,,,,,,,,,8.0,0.45599999999999996,
,,,,,,,,,,,,,35.55,15.107999999999999,
,,,,,,,,,,,,,12.5,2.954,
,,,,,,,,,,,,,26.0,0.002,
,,,,,,,,,,,,,25.75,0.02,
,,,,,,,,,,,,,21.0,0.027,
,,,,,,,,,,,,,9.200738552437222,0.22499999999999998,
,,,,,,,,,,,,,49.0,0.001,
,,,,,,,,,,,,,22.15,0.038,
,,,,,,,,,,,,,7.000000000000001,0.005,
,,,,,,,,,,,,,4.7,0.13,
,,,,,,,,,,,,,18.4,0.147,
,,,,,,,,,,,,,14.399999999999999,0.21,
,,,,,,,,,,,,,46.400000000000006,11.202,
,,,,,,,,,,,,,9.4,1.332,
,,,,,,,,,,,,,5.6000000000000005,0.05,
,,,,,,,,,,,,,8.55,0.258,
,,,,,,,,,,,,,13.4,0.567,
,,,,,,,,,,,,,8.35,1.0,
,,,,,,,,,,,,,3.75,2.5100000000000002,
,,,,,,,,,,,,,7.6,0.8089999999999999,
,,,,,,,,,,,,,8.799999999999999,0.61,
,,,,,,,,,,,,,16.45,0.15,
,,,,,,,,,,,,,10.6,51.1,
,,,,,,,,,,,,,20.5,0.367,
,,,,,,,,,,,,,13.700000000000001,0.6,
,,,,,,,,,,,,,18.75,0.247,
,,,,,,,,,,,,,20.4,0.375,
,,,,,,,,,,,,,17.5,0.27799999999999997,
,,,,,,,,,,,,,10.2,0.827,
,,,,,,,,,,,,,2.0,2.072,
,,,,,,,,,,,,,9.049999999999999,0.582,
,,,,,,,,,,,,,19.950000000000003,2.3,
,,,,,,,,,,,,,22.0,3.065,
,,,,,,,,,,,,,4.65,2.1999999999999997,
,,,,,,,,,,,,,3.0,0.006,
,,,,,,,,,,,,,19.75,1.6019999999999999,
,,,,,,,,,,,,,19.650000000000002,2.1839999999999997,
,,,,,,,,,,,,,1.05,3.376,
,,,,,,,,,,,,,1.4500000000000002,2.0,
,,,,,,,,,,,,,5.1,7.544,
,,,,,,,,,,,,,21.55,10.561,
,,,,,,,,,,,,,18.5,0.8370000000000001,
,,,,,,,,,,,,,1.2,11.177,
,,,,,,,,,,,,,1.0,0.639,
,,,,,,,,,,,,,6.45,2.028,
,,,,,,,,,,,,,25.5,1.065,
,,,,,,,,,,,,,9.75,0.54,
,,,,,,,,,,,,,7.199999999999999,0.158,
,,,,,,,,,,,,,19.0,15.0,
,,,,,,,,,,,,,2.45,3.0,
,,,,,,,,,,,,,2.5,3.257,
,,,,,,,,,,,,,19.05,1.6549999999999998,
,,,,,,,,,,,,,7.5,1.43,
,,,,,,,,,,,,,5.8500000000000005,0.006999999999999999,
,,,,,,,,,,,,,2.8000000000000003,0.79,
,,,,,,,,,,,,,10.549999999999999,0.396,
,,,,,,,,,,,,,11.5,0.6779999999999999,
,,,,,,,,,,,,,7.8,1.187,
,,,,,,,,,,,,,1.0999999999999999,6.59,
,,,,,,,,,,,,,11.4,0.168,
,,,,,,,,,,,,,25.95,1.27,
,,,,,,,,,,,,,12.65,1.21,
,,,,,,,,,,,,,24.349999999999998,0.742,
,,,,,,,,,,,,,11.0,8.851,
,,,,,,,,,,,,,4.3999999999999995,7.059,
,,,,,,,,,,,,,3.65,1.704,
,,,,,,,,,,,,,6.05,0.857,
,,,,,,,,,,,,,23.5,6.7,
,,,,,,,,,,,,,6.800000000000001,2.503,
,,,,,,,,,,,,,6.6000000000000005,9.8,
,,,,,,,,,,,,,14.6,0.196,
,,,,,,,,,,,,,7.7,0.013999999999999999,
,,,,,,,,,,,,,13.600000000000001,26.726,
,,,,,,,,,,,,,17.0,18.027,
,,,,,,,,,,,,,5.4,0.099,
,,,,,,,,,,,,,36.0,0.44400000000000006,
,,,,,,,,,,,,,22.5,1.2,
,,,,,,,,,,,,,11.600000000000001,2.01,
,,,,,,,,,,,,,8.5,0.013,
,,,,,,,,,,,,,57.99999999999999,0.12,
,,,,,,,,,,,,,20.549999999999997,0.032,
,,,,,,,,,,,,,23.0,0.722,
,,,,,,,,,,,,,17.4,0.04,
,,,,,,,,,,,,,24.0,0.484,
,,,,,,,,,,,,,32.0,0.20400000000000001,
,,,,,,,,,,,,,18.6,0.098,
,,,,,,,,,,,,,13.8,5.552,
,,,,,,,,,,,,,11.05,0.105,
,,,,,,,,,,,,,17.599999999999998,2.803,
,,,,,,,,,,,,,7.049999999999999,0.126,
,,,,,,,,,,,,,8.9,0.004,
,,,,,,,,,,,,,30.0,0.021,
,,,,,,,,,,,,,27.500000000000004,0.173,
,,,,,,,,,,,,,100.0,0.01,
,,,,,,,,,,,,,11.25,0.025,
,,,,,,,,,,,,,10.5,0.042,
,,,,,,,,,,,,,5.5,100.0,
,,,,,,,,,,,,,17.8,0.11299999999999999,
,,,,,,,,,,,,,2.25,0.008,
,,,,,,,,,,,,,3.1,0.044000000000000004,
,,,,,,,,,,,,,4.6,2.732,
,,,,,,,,,,,,,8.7,0.179,
,,,,,,,,,,,,,0.8500000000000001,0.016,
,,,,,,,,,,,,,4.3,1.0619999999999998,
,,,,,,,,,,,,,22.7,0.251,
,,,,,,,,,,,,,12.7,0.22799999999999998,
,,,,,,,,,,,,,1.4000000000000001,0.067,
,,,,,,,,,,,,,13.15,0.012,
,,,,,,,,,,,,,16.650000000000002,0.122,
,,,,,,,,,,,,,15.6,4.208,
,,,,,,,,,,,,,14.499999999999998,1.3,
,,,,,,,,,,,,,18.55,0.11199999999999999,
,,,,,,,,,,,,,4.95,1.11,
,,,,,,,,,,,,,12.6,1.004,
,,,,,,,,,,,,,38.0,0.28600000000000003,
,,,,,,,,,,,,,28.000000000000004,4.5,
,,,,,,,,,,,,,6.5,1.212,
,,,,,,,,,,,,,26.150000000000002,0.19499999999999998,
,,,,,,,,,,,,,34.0,0.087,
,,,,,,,,,,,,,8.15,0.017,
,,,,,,,,,,,,,10.4,0.184,
,,,,,,,,,,,,,19.15,0.13999999999999999,
,,,,,,,,,,,,,16.5,0.018000000000000002,
,,,,,,,,,,,,,21.099999999999998,0.146,
,,,,,,,,,,,,,42.0,0.022000000000000002,
,,,,,,,,,,,,,21.6,0.055,
,,,,,,,,,,,,,1.6,0.06999999999999999,
,,,,,,,,,,,,,9.3,0.06,
,,,,,,,,,,,,,15.15,1.058,
,,,,,,,,,,,,,17.45,0.769,
,,,,,,,,,,,,,11.200000000000001,5.2,
,,,,,,,,,,,,,18.45,0.019,
,,,,,,,,,,,,,3.8,0.316,
,,,,,,,,,,,,,11.55,0.35000000000000003,
,,,,,,,,,,,,,15.45,3.5520000000000005,
,,,,,,,,,,,,,20.8,0.687,
,,,,,,,,,,,,,23.25,1.95,
,,,,,,,,,,,,,12.8,0.053,
,,,,,,,,,,,,,,0.041,
,,,,,,,,,,,,,,0.033,
,,,,,,,,,,,,,,0.08,
,,,,,,,,,,,,,,0.35100000000000003,
,,,,,,,,,,,,,,2.1,
,,,,,,,,,,,,,,0.475,
,,,,,,,,,,,,,,0.8920000000000001,
,,,,,,,,,,,,,,4.607,
,,,,,,,,,,,,,,2.206,
,,,,,,,,,,,,,,5.86,
,,,,,,,,,,,,,,0.027999999999999997,
,,,,,,,,,,,,,,1.391,
,,,,,,,,,,,,,,2.279,
,,,,,,,,,,,,,,0.5910000000000001,
,,,,,,,,,,,,,,0.96,
,,,,,,,,,,,,,,0.69,
,,,,,,,,,,,,,,0.234,
,,,,,,,,,,,,,,0.8,
,,,,,,,,,,,,,,0.9900000000000001,
,,,,,,,,,,,,,,2.197,
,,,,,,,,,,,,,,0.09,
,,,,,,,,,,,,,,0.33999999999999997,
,,,,,,,,,,,,,,0.347,
,,,,,,,,,,,,,,0.327,
,,,,,,,,,,,,,,4.071000000000001,
,,,,,,,,,,,,,,0.109,
,,,,,,,,,,,,,,1.2489999999999999,
,,,,,,,,,,,,,,0.134,
,,,,,,,,,,,,,,1.344,
,,,,,,,,,,,,,,0.321,
,,,,,,,,,,,,,,0.9480000000000001,
,,,,,,,,,,,,,,2.0789999999999997,
,,,,,,,,,,,,,,2.384,
,,,,,,,,,,,,,,0.45799999999999996,
,,,,,,,,,,,,,,5.298,
,,,,,,,,,,,,,,0.16199999999999998,
,,,,,,,,,,,,,,1.583,
,,,,,,,,,,,,,,0.058,
,,,,,,,,,,,,,,0.059000000000000004,
,,,,,,,,,,,,,,1.4000000000000001,
,,,,,,,,,,,,,,1.465,
,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,4.7,
,,,,,,,,,,,,,,1.097,
,,,,,,,,,,,,,,3.29,
,,,,,,,,,,,,,,13.211999999999998,
,,,,,,,,,,,,,,5.777,
,,,,,,,,,,,,,,5.124,
,,,,,,,,,,,,,,0.023,
,,,,,,,,,,,,,,4.159,
,,,,,,,,,,,,,,0.918,
,,,,,,,,,,,,,,0.768,
,,,,,,,,,,,,,,0.28300000000000003,
,,,,,,,,,,,,,,0.108,
,,,,,,,,,,,,,,0.009000000000000001,
,,,,,,,,,,,,,,0.068,
,,,,,,,,,,,,,,0.587,
,,,,,,,,,,,,,,0.14100000000000001,
,,,,,,,,,,,,,,0.501,
,,,,,,,,,,,,,,0.16,
,,,,,,,,,,,,,,0.38999999999999996,
,,,,,,,,,,,,,,0.154,
,,,,,,,,,,,,,,0.117,
,,,,,,,,,,,,,,0.246,
,,,,,,,,,,,,,,0.23700000000000002,
,,,,,,,,,,,,,,0.364,
,,,,,,,,,,,,,,0.5369999999999999,
,,,,,,,,,,,,,,0.394,
,,,,,,,,,,,,,,0.75,
,,,,,,,,,,,,,,1.0173855072463769,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
